AERONET Version 3
Beijing_PKU
Version 3: AOD Level 1.5
The following data are cloud cleared and quality controls have been applied but these data may not have final calibration applied.  These data may change.
Contact: PI=Jing_Li; PI Email=Jing-li@pku.edu.cn
All Points,UNITS can be found at,,, https://aeronet.gsfc.nasa.gov/new_web/units.html
Date(dd:mm:yyyy),Time(hh:mm:ss),Day_of_Year,Day_of_Year(Fraction),AOD_1640nm,AOD_1020nm,AOD_870nm,AOD_865nm,AOD_779nm,AOD_675nm,AOD_667nm,AOD_620nm,AOD_560nm,AOD_555nm,AOD_551nm,AOD_532nm,AOD_531nm,AOD_510nm,AOD_500nm,AOD_490nm,AOD_443nm,AOD_440nm,AOD_412nm,AOD_400nm,AOD_380nm,AOD_340nm,Precipitable_Water(cm),AOD_681nm,AOD_709nm,AOD_Empty,AOD_Empty,AOD_Empty,AOD_Empty,AOD_Empty,Triplet_Variability_1640,Triplet_Variability_1020,Triplet_Variability_870,Triplet_Variability_865,Triplet_Variability_779,Triplet_Variability_675,Triplet_Variability_667,Triplet_Variability_620,Triplet_Variability_560,Triplet_Variability_555,Triplet_Variability_551,Triplet_Variability_532,Triplet_Variability_531,Triplet_Variability_510,Triplet_Variability_500,Triplet_Variability_490,Triplet_Variability_443,Triplet_Variability_440,Triplet_Variability_412,Triplet_Variability_400,Triplet_Variability_380,Triplet_Variability_340,Triplet_Variability_Precipitable_Water(cm),Triplet_Variability_681,Triplet_Variability_709,Triplet_Variability_AOD_Empty,Triplet_Variability_AOD_Empty,Triplet_Variability_AOD_Empty,Triplet_Variability_AOD_Empty,Triplet_Variability_AOD_Empty,440-870_Angstrom_Exponent,380-500_Angstrom_Exponent,440-675_Angstrom_Exponent,500-870_Angstrom_Exponent,340-440_Angstrom_Exponent,440-675_Angstrom_Exponent[Polar],Data_Quality_Level,AERONET_Instrument_Number,AERONET_Site_Name,Site_Latitude(Degrees),Site_Longitude(Degrees),Site_Elevation(m),Solar_Zenith_Angle(Degrees),Optical_Air_Mass,Sensor_Temperature(Degrees_C),Ozone(Dobson),NO2(Dobson),Last_Date_Processed,Number_of_Wavelengths,Exact_Wavelengths_of_AOD(um)_1640nm,Exact_Wavelengths_of_AOD(um)_1020nm,Exact_Wavelengths_of_AOD(um)_870nm,Exact_Wavelengths_of_AOD(um)_865nm,Exact_Wavelengths_of_AOD(um)_779nm,Exact_Wavelengths_of_AOD(um)_675nm,Exact_Wavelengths_of_AOD(um)_667nm,Exact_Wavelengths_of_AOD(um)_620nm,Exact_Wavelengths_of_AOD(um)_560nm,Exact_Wavelengths_of_AOD(um)_555nm,Exact_Wavelengths_of_AOD(um)_551nm,Exact_Wavelengths_of_AOD(um)_532nm,Exact_Wavelengths_of_AOD(um)_531nm,Exact_Wavelengths_of_AOD(um)_510nm,Exact_Wavelengths_of_AOD(um)_500nm,Exact_Wavelengths_of_AOD(um)_490nm,Exact_Wavelengths_of_AOD(um)_443nm,Exact_Wavelengths_of_AOD(um)_440nm,Exact_Wavelengths_of_AOD(um)_412nm,Exact_Wavelengths_of_AOD(um)_400nm,Exact_Wavelengths_of_AOD(um)_380nm,Exact_Wavelengths_of_AOD(um)_340nm,Exact_Wavelengths_of_PW(um)_935nm,Exact_Wavelengths_of_AOD(um)_681nm,Exact_Wavelengths_of_AOD(um)_709nm,Exact_Wavelengths_of_AOD(um)_Empty,Exact_Wavelengths_of_AOD(um)_Empty,Exact_Wavelengths_of_AOD(um)_Empty,Exact_Wavelengths_of_AOD(um)_Empty,Exact_Wavelengths_of_AOD(um)_Empty
02:08:2021,01:23:22,214,214.057894,0.034126,0.069422,0.065573,-999.000000,-999.000000,0.092388,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.112769,-999.000000,-999.000000,0.129198,-999.000000,-999.000000,0.146522,0.156318,3.028557,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.000714,0.000310,0.000916,-999.000000,-999.000000,0.000740,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.001377,-999.000000,-999.000000,0.001341,-999.000000,-999.000000,0.001494,0.001299,0.007406,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.953995,0.947385,0.763892,0.973662,0.738793,-999.000000,lev15,779,Beijing_PKU,39.992000,116.310200,53.000000,44.179724,1.392860,33.200000,306.507124,0.623193,10:05:2024,9,1.640300,1.019600,0.868700,-999.,-999.,0.674900,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.500500,-999.,-999.,0.440200,-999.,-999.,0.379900,0.339400,0.937200,-999.,-999.,-999.,-999.,-999.,-999.,-999.
02:08:2021,01:26:36,214,214.060139,0.033370,0.067960,0.065012,-999.000000,-999.000000,0.086905,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.110702,-999.000000,-999.000000,0.127520,-999.000000,-999.000000,0.144285,0.154757,3.016120,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.001060,0.001703,0.001757,-999.000000,-999.000000,0.012786,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.001677,-999.000000,-999.000000,0.004295,-999.000000,-999.000000,0.004163,0.005026,0.023703,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.964945,0.958013,0.881828,0.960594,0.749080,-999.000000,lev15,779,Beijing_PKU,39.992000,116.310200,53.000000,43.589269,1.379165,33.200000,306.506337,0.623198,10:05:2024,9,1.640300,1.019600,0.868700,-999.,-999.,0.674900,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.500500,-999.,-999.,0.440200,-999.,-999.,0.379900,0.339400,0.937200,-999.,-999.,-999.,-999.,-999.,-999.,-999.
02:08:2021,01:31:36,214,214.063611,0.032749,0.067706,0.064860,-999.000000,-999.000000,0.087585,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.110543,-999.000000,-999.000000,0.127994,-999.000000,-999.000000,0.144489,0.155529,3.015533,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.001534,0.001142,0.001893,-999.000000,-999.000000,0.013738,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.001602,-999.000000,-999.000000,0.002707,-999.000000,-999.000000,0.003552,0.005353,0.011912,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.967913,0.967704,0.868491,0.961247,0.752946,-999.000000,lev15,779,Beijing_PKU,39.992000,116.310200,53.000000,42.680880,1.358890,33.300000,306.505119,0.623206,10:05:2024,9,1.640300,1.019600,0.868700,-999.,-999.,0.674900,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.500500,-999.,-999.,0.440200,-999.,-999.,0.379900,0.339400,0.937200,-999.,-999.,-999.,-999.,-999.,-999.,-999.
02:08:2021,01:36:36,214,214.067083,0.032840,0.068255,0.065113,-999.000000,-999.000000,0.087427,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.110628,-999.000000,-999.000000,0.127579,-999.000000,-999.000000,0.144510,0.155250,3.026930,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.001056,0.002001,0.000891,-999.000000,-999.000000,0.014761,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.000239,-999.000000,-999.000000,0.000775,-999.000000,-999.000000,0.000433,0.000858,0.008922,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.960412,0.966083,0.867206,0.956004,0.759418,-999.000000,lev15,779,Beijing_PKU,39.992000,116.310200,53.000000,41.778631,1.339660,33.400000,306.503902,0.623214,10:05:2024,9,1.640300,1.019600,0.868700,-999.,-999.,0.674900,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.500500,-999.,-999.,0.440200,-999.,-999.,0.379900,0.339400,0.937200,-999.,-999.,-999.,-999.,-999.,-999.,-999.
02:08:2021,01:41:36,214,214.070556,0.030740,0.065750,0.061983,-999.000000,-999.000000,0.083757,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.105287,-999.000000,-999.000000,0.121320,-999.000000,-999.000000,0.137668,0.148146,3.017638,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.001760,0.003390,0.001739,-999.000000,-999.000000,0.016344,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.002138,-999.000000,-999.000000,0.003736,-999.000000,-999.000000,0.000776,0.001645,0.011925,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.956427,0.969831,0.849044,0.954948,0.772660,-999.000000,lev15,779,Beijing_PKU,39.992000,116.310200,53.000000,40.883063,1.321421,33.700000,306.502684,0.623222,10:05:2024,9,1.640300,1.019600,0.868700,-999.,-999.,0.674900,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.500500,-999.,-999.,0.440200,-999.,-999.,0.379900,0.339400,0.937200,-999.,-999.,-999.,-999.,-999.,-999.,-999.
02:08:2021,01:46:36,214,214.074028,0.032199,0.067325,0.063386,-999.000000,-999.000000,0.085413,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.107294,-999.000000,-999.000000,0.123725,-999.000000,-999.000000,0.140524,0.150270,3.013559,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.001080,0.002759,0.001930,-999.000000,-999.000000,0.016342,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.003160,-999.000000,-999.000000,0.001826,-999.000000,-999.000000,0.002614,0.002701,0.001729,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.952305,0.975849,0.848717,0.948709,0.753259,-999.000000,lev15,779,Beijing_PKU,39.992000,116.310200,53.000000,39.994758,1.304122,33.900000,306.501466,0.623229,10:05:2024,9,1.640300,1.019600,0.868700,-999.,-999.,0.674900,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.500500,-999.,-999.,0.440200,-999.,-999.,0.379900,0.339400,0.937200,-999.,-999.,-999.,-999.,-999.,-999.,-999.
02:08:2021,01:51:36,214,214.077500,0.031458,0.066251,0.061800,-999.000000,-999.000000,0.083459,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.104343,-999.000000,-999.000000,0.120647,-999.000000,-999.000000,0.136632,0.146657,2.997433,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.000672,0.001994,0.001541,-999.000000,-999.000000,0.014711,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.000934,-999.000000,-999.000000,0.002761,-999.000000,-999.000000,0.001463,0.002884,0.010341,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.949894,0.974666,0.841966,0.943750,0.755422,-999.000000,lev15,779,Beijing_PKU,39.992000,116.310200,53.000000,39.114340,1.287719,34.100000,306.500249,0.623237,10:05:2024,9,1.640300,1.019600,0.868700,-999.,-999.,0.674900,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.500500,-999.,-999.,0.440200,-999.,-999.,0.379900,0.339400,0.937200,-999.,-999.,-999.,-999.,-999.,-999.,-999.
02:08:2021,01:56:36,214,214.080972,0.033717,0.067524,0.065341,-999.000000,-999.000000,0.077906,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.111944,-999.000000,-999.000000,0.129979,-999.000000,-999.000000,0.147106,0.158170,3.025094,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.000611,0.000468,0.000938,-999.000000,-999.000000,0.000046,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.001740,-999.000000,-999.000000,0.000839,-999.000000,-999.000000,0.001327,0.001145,0.012007,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,1.032867,0.987113,1.200419,0.983591,0.759088,-999.000000,lev15,779,Beijing_PKU,39.992000,116.310200,53.000000,38.242481,1.272168,34.200000,306.499031,0.623245,10:05:2024,9,1.640300,1.019600,0.868700,-999.,-999.,0.674900,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.500500,-999.,-999.,0.440200,-999.,-999.,0.379900,0.339400,0.937200,-999.,-999.,-999.,-999.,-999.,-999.,-999.
02:08:2021,02:01:36,214,214.084444,0.029619,0.063598,0.060520,-999.000000,-999.000000,0.072046,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.103651,-999.000000,-999.000000,0.119354,-999.000000,-999.000000,0.135070,0.145782,2.988281,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.003491,0.003388,0.003881,-999.000000,-999.000000,0.005034,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.004010,-999.000000,-999.000000,0.007784,-999.000000,-999.000000,0.005952,0.006606,0.021296,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,1.023765,0.957376,1.187524,0.983131,0.772655,-999.000000,lev15,779,Beijing_PKU,39.992000,116.310200,53.000000,37.379905,1.257429,34.300000,306.497814,0.623252,10:05:2024,9,1.640300,1.019600,0.868700,-999.,-999.,0.674900,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.500500,-999.,-999.,0.440200,-999.,-999.,0.379900,0.339400,0.937200,-999.,-999.,-999.,-999.,-999.,-999.,-999.
02:08:2021,02:06:36,214,214.087917,0.030055,0.062827,0.060298,-999.000000,-999.000000,0.071678,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.102405,-999.000000,-999.000000,0.118937,-999.000000,-999.000000,0.133763,0.144356,2.968238,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.000764,0.000753,0.000372,-999.000000,-999.000000,0.000776,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.001846,-999.000000,-999.000000,0.001543,-999.000000,-999.000000,0.005032,0.006157,0.014514,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,1.019150,0.964761,1.186516,0.967633,0.747424,-999.000000,lev15,779,Beijing_PKU,39.992000,116.310200,53.000000,36.527391,1.243467,34.400000,306.496596,0.623260,10:05:2024,9,1.640300,1.019600,0.868700,-999.,-999.,0.674900,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.500500,-999.,-999.,0.440200,-999.,-999.,0.379900,0.339400,0.937200,-999.,-999.,-999.,-999.,-999.,-999.,-999.
02:08:2021,02:11:36,214,214.091389,0.028784,0.063582,0.059841,-999.000000,-999.000000,0.077405,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.104026,-999.000000,-999.000000,0.119707,-999.000000,-999.000000,0.136964,0.147817,2.972725,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.001263,0.003367,0.001548,-999.000000,-999.000000,0.018628,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.003872,-999.000000,-999.000000,0.002909,-999.000000,-999.000000,0.002169,0.000980,0.013116,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,1.013928,0.995702,1.014691,1.002398,0.816235,-999.000000,lev15,779,Beijing_PKU,39.992000,116.310200,53.000000,35.685782,1.230247,34.500000,306.495378,0.623268,10:05:2024,9,1.640300,1.019600,0.868700,-999.,-999.,0.674900,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.500500,-999.,-999.,0.440200,-999.,-999.,0.379900,0.339400,0.937200,-999.,-999.,-999.,-999.,-999.,-999.,-999.
02:08:2021,02:16:36,214,214.094861,0.030422,0.064535,0.061788,-999.000000,-999.000000,0.073435,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.105089,-999.000000,-999.000000,0.120972,-999.000000,-999.000000,0.138123,0.149011,2.971278,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.000656,0.000476,0.001682,-999.000000,-999.000000,0.001049,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.003029,-999.000000,-999.000000,0.002623,-999.000000,-999.000000,0.003510,0.004017,0.005554,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,1.011947,0.989196,1.173507,0.970377,0.806529,-999.000000,lev15,779,Beijing_PKU,39.992000,116.310200,53.000000,34.855983,1.217739,34.700000,306.494161,0.623276,10:05:2024,9,1.640300,1.019600,0.868700,-999.,-999.,0.674900,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.500500,-999.,-999.,0.440200,-999.,-999.,0.379900,0.339400,0.937200,-999.,-999.,-999.,-999.,-999.,-999.,-999.
02:08:2021,02:21:36,214,214.098333,0.031350,0.066830,0.063159,-999.000000,-999.000000,0.075771,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.108436,-999.000000,-999.000000,0.125232,-999.000000,-999.000000,0.142474,0.153531,2.965932,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.000356,0.002326,0.001025,-999.000000,-999.000000,0.001966,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.001991,-999.000000,-999.000000,0.005106,-999.000000,-999.000000,0.003145,0.002957,0.005091,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,1.028020,0.987411,1.179871,0.986903,0.788068,-999.000000,lev15,779,Beijing_PKU,39.992000,116.310200,53.000000,34.038972,1.205913,35.000000,306.492943,0.623283,10:05:2024,9,1.640300,1.019600,0.868700,-999.,-999.,0.674900,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.500500,-999.,-999.,0.440200,-999.,-999.,0.379900,0.339400,0.937200,-999.,-999.,-999.,-999.,-999.,-999.,-999.
02:08:2021,02:26:36,214,214.101806,0.031587,0.065866,0.063319,-999.000000,-999.000000,0.075534,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.107999,-999.000000,-999.000000,0.125079,-999.000000,-999.000000,0.142468,0.154620,2.985690,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.001203,0.000698,0.000956,-999.000000,-999.000000,0.001470,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.002932,-999.000000,-999.000000,0.001924,-999.000000,-999.000000,0.001978,0.003099,0.006879,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,1.022053,1.001734,1.183017,0.975278,0.818726,-999.000000,lev15,779,Beijing_PKU,39.992000,116.310200,53.000000,33.235804,1.194744,35.100000,306.491725,0.623291,10:05:2024,9,1.640300,1.019600,0.868700,-999.,-999.,0.674900,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.500500,-999.,-999.,0.440200,-999.,-999.,0.379900,0.339400,0.937200,-999.,-999.,-999.,-999.,-999.,-999.,-999.
02:08:2021,02:31:36,214,214.105278,0.032794,0.069738,0.067372,-999.000000,-999.000000,0.080947,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.116032,-999.000000,-999.000000,0.134462,-999.000000,-999.000000,0.152769,0.165162,2.998507,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.000270,0.001119,0.001093,-999.000000,-999.000000,0.002412,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.002460,-999.000000,-999.000000,0.002199,-999.000000,-999.000000,0.000893,0.001191,0.012592,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,1.036643,0.994476,1.190535,0.992586,0.794573,-999.000000,lev15,779,Beijing_PKU,39.992000,116.310200,53.000000,32.447616,1.184205,35.100000,306.490508,0.623299,10:05:2024,9,1.640300,1.019600,0.868700,-999.,-999.,0.674900,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.500500,-999.,-999.,0.440200,-999.,-999.,0.379900,0.339400,0.937200,-999.,-999.,-999.,-999.,-999.,-999.,-999.
02:08:2021,02:36:36,214,214.108750,0.030017,0.065581,0.062703,-999.000000,-999.000000,0.074986,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.107148,-999.000000,-999.000000,0.123577,-999.000000,-999.000000,0.141062,0.153213,2.985078,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.001914,0.000431,0.002212,-999.000000,-999.000000,0.000744,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.003227,-999.000000,-999.000000,0.002683,-999.000000,-999.000000,0.002643,0.001856,0.011601,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,1.019642,0.995010,1.173413,0.978477,0.830210,-999.000000,lev15,779,Beijing_PKU,39.992000,116.310200,53.000000,31.675632,1.174275,35.200000,306.489290,0.623307,10:05:2024,9,1.640300,1.019600,0.868700,-999.,-999.,0.674900,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.500500,-999.,-999.,0.440200,-999.,-999.,0.379900,0.339400,0.937200,-999.,-999.,-999.,-999.,-999.,-999.,-999.
02:08:2021,02:41:36,214,214.112222,0.029757,0.065607,0.062324,-999.000000,-999.000000,0.073721,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.106217,-999.000000,-999.000000,0.122338,-999.000000,-999.000000,0.139190,0.152015,2.985127,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.001021,0.001918,0.000217,-999.000000,-999.000000,0.000878,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.001726,-999.000000,-999.000000,0.001114,-999.000000,-999.000000,0.001279,0.002657,0.001407,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,1.018128,0.978035,1.191679,0.974642,0.837231,-999.000000,lev15,779,Beijing_PKU,39.992000,116.310200,53.000000,30.921168,1.164932,35.300000,306.488073,0.623314,10:05:2024,9,1.640300,1.019600,0.868700,-999.,-999.,0.674900,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.500500,-999.,-999.,0.440200,-999.,-999.,0.379900,0.339400,0.937200,-999.,-999.,-999.,-999.,-999.,-999.,-999.
02:08:2021,02:46:36,214,214.115694,0.030254,0.066674,0.063827,-999.000000,-999.000000,0.075664,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.107825,-999.000000,-999.000000,0.123683,-999.000000,-999.000000,0.141578,0.154149,2.985500,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.000597,0.000704,0.000877,-999.000000,-999.000000,0.000556,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.001657,-999.000000,-999.000000,0.001737,-999.000000,-999.000000,0.002389,0.002421,0.008770,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.997280,0.986082,1.156101,0.958063,0.850279,-999.000000,lev15,779,Beijing_PKU,39.992000,116.310200,53.000000,30.185638,1.156156,35.300000,306.486855,0.623322,10:05:2024,9,1.640300,1.019600,0.868700,-999.,-999.,0.674900,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.500500,-999.,-999.,0.440200,-999.,-999.,0.379900,0.339400,0.937200,-999.,-999.,-999.,-999.,-999.,-999.,-999.
02:08:2021,02:51:36,214,214.119167,0.030090,0.067260,0.063502,-999.000000,-999.000000,0.076346,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.110134,-999.000000,-999.000000,0.126010,-999.000000,-999.000000,0.145346,0.158151,2.973970,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.001317,0.000801,0.001990,-999.000000,-999.000000,0.001890,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.005001,-999.000000,-999.000000,0.004692,-999.000000,-999.000000,0.003936,0.003878,0.012854,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,1.034513,1.005333,1.181946,1.005522,0.878422,-999.000000,lev15,779,Beijing_PKU,39.992000,116.310200,53.000000,29.470557,1.147929,35.500000,306.485637,0.623330,10:05:2024,9,1.640300,1.019600,0.868700,-999.,-999.,0.674900,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.500500,-999.,-999.,0.440200,-999.,-999.,0.379900,0.339400,0.937200,-999.,-999.,-999.,-999.,-999.,-999.,-999.
02:08:2021,02:56:37,214,214.122650,0.030357,0.067700,0.064626,-999.000000,-999.000000,0.078124,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.112121,-999.000000,-999.000000,0.129474,-999.000000,-999.000000,0.148824,0.161709,2.992252,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.000605,0.002402,0.001738,-999.000000,-999.000000,0.003039,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.005735,-999.000000,-999.000000,0.004621,-999.000000,-999.000000,0.007856,0.009104,0.019977,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,1.042988,1.025154,1.186805,1.005597,0.859430,-999.000000,lev15,779,Beijing_PKU,39.992000,116.310200,53.000000,28.775270,1.140211,35.600000,306.484416,0.623338,10:05:2024,9,1.640300,1.019600,0.868700,-999.,-999.,0.674900,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.500500,-999.,-999.,0.440200,-999.,-999.,0.379900,0.339400,0.937200,-999.,-999.,-999.,-999.,-999.,-999.,-999.
